model,game,opponent_strategy,framing,run_id,round,llm_action,opponent_action,llm_payoff,opponent_payoff,raw_response,temperature,opponent_model,perspective
grok,prisoners_dilemma,LLM,competitive,1,2,D,D,6,6,D,1,claude-haiku,player2
claude-haiku,prisoners_dilemma,LLM,competitive,1,3,D,D,6,6,D,1,grok,player1
grok,prisoners_dilemma,LLM,competitive,1,3,D,D,6,6,D,1,claude-haiku,player2
claude-haiku,prisoners_dilemma,LLM,competitive,1,4,D,D,6,6,D,1,grok,player1
grok,prisoners_dilemma,LLM,competitive,1,4,D,D,6,6,D,1,claude-haiku,player2
claude-haiku,prisoners_dilemma,LLM,competitive,1,5,D,D,6,6,D,1,grok,player1
grok,prisoners_dilemma,LLM,competitive,1,5,D,D,6,6,D,1,claude-haiku,player2
claude-haiku,prisoners_dilemma,LLM,competitive,1,6,D,D,6,6,D,1,grok,player1
grok,prisoners_dilemma,LLM,competitive,1,6,D,D,6,6,D,1,claude-haiku,player2
claude-haiku,prisoners_dilemma,LLM,competitive,1,7,D,D,6,6,D,1,grok,player1
grok,prisoners_dilemma,LLM,competitive,1,7,D,D,6,6,D,1,claude-haiku,player2
claude-haiku,prisoners_dilemma,LLM,competitive,1,8,D,D,6,6,D,1,grok,player1
grok,prisoners_dilemma,LLM,competitive,1,8,D,D,6,6,D,1,claude-haiku,player2
claude-haiku,prisoners_dilemma,LLM,competitive,1,9,D,D,6,6,D,1,grok,player1
grok,prisoners_dilemma,LLM,competitive,1,9,D,D,6,6,D,1,claude-haiku,player2
claude-haiku,prisoners_dilemma,LLM,competitive,1,10,D,D,6,6,D,1,grok,player1
grok,prisoners_dilemma,LLM,competitive,1,10,D,D,6,6,D,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,neutral,1,1,C,C,0,0,A,0,grok,player1
grok,chicken_game,LLM,neutral,1,1,C,C,0,0,A,0,claude-haiku,player2
claude-haiku,chicken_game,LLM,neutral,1,1,C,C,0,0,A,1,grok,player1
grok,chicken_game,LLM,neutral,1,1,C,C,0,0,A,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,neutral,1,2,C,C,0,0,A,1,grok,player1
grok,chicken_game,LLM,neutral,1,2,C,C,0,0,A,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,neutral,1,3,C,C,0,0,A,1,grok,player1
grok,chicken_game,LLM,neutral,1,3,C,C,0,0,A,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,neutral,1,4,C,C,0,0,A,1,grok,player1
grok,chicken_game,LLM,neutral,1,4,C,C,0,0,A,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,neutral,1,5,C,C,0,0,A,1,grok,player1
grok,chicken_game,LLM,neutral,1,5,C,C,0,0,A,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,neutral,1,6,C,D,-1,1,A,1,grok,player1
grok,chicken_game,LLM,neutral,1,6,D,C,1,-1,B,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,neutral,1,7,D,D,-10,-10,B,1,grok,player1
grok,chicken_game,LLM,neutral,1,7,D,D,-10,-10,B,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,neutral,1,8,C,C,0,0,A,1,grok,player1
grok,chicken_game,LLM,neutral,1,8,C,C,0,0,A,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,neutral,1,9,C,D,-1,1,A,1,grok,player1
grok,chicken_game,LLM,neutral,1,9,D,C,1,-1,B,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,neutral,1,10,C,D,-1,1,A,1,grok,player1
grok,chicken_game,LLM,neutral,1,10,D,C,1,-1,B,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,competitive,1,1,D,D,-10,-10,G,0,grok,player1
grok,chicken_game,LLM,competitive,1,1,D,D,-10,-10,G,0,claude-haiku,player2
claude-haiku,chicken_game,LLM,competitive,1,1,D,D,-10,-10,G,1,grok,player1
grok,chicken_game,LLM,competitive,1,1,D,D,-10,-10,G,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,competitive,1,2,D,D,-10,-10,G,1,grok,player1
grok,chicken_game,LLM,competitive,1,2,D,D,-10,-10,G,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,competitive,1,3,C,C,0,0,S,1,grok,player1
grok,chicken_game,LLM,competitive,1,3,C,C,0,0,S,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,competitive,1,4,D,D,-10,-10,G,1,grok,player1
grok,chicken_game,LLM,competitive,1,4,D,D,-10,-10,G,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,competitive,1,5,C,C,0,0,S,1,grok,player1
grok,chicken_game,LLM,competitive,1,5,C,C,0,0,S,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,competitive,1,6,C,D,-1,1,S,1,grok,player1
grok,chicken_game,LLM,competitive,1,6,D,C,1,-1,G,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,competitive,1,7,C,D,-1,1,S,1,grok,player1
grok,chicken_game,LLM,competitive,1,7,D,C,1,-1,G,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,competitive,1,8,D,D,-10,-10,G,1,grok,player1
grok,chicken_game,LLM,competitive,1,8,D,D,-10,-10,G,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,competitive,1,9,D,D,-10,-10,G,1,grok,player1
grok,chicken_game,LLM,competitive,1,9,D,D,-10,-10,G,1,claude-haiku,player2
claude-haiku,chicken_game,LLM,competitive,1,10,C,D,-1,1,S,1,grok,player1
grok,chicken_game,LLM,competitive,1,10,D,C,1,-1,G,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,neutral,1,1,C,C,10,10,A,0,grok,player1
grok,stag_hunt,LLM,neutral,1,1,C,C,10,10,A,0,claude-haiku,player2
claude-haiku,stag_hunt,LLM,neutral,1,1,C,C,10,10,A,1,grok,player1
grok,stag_hunt,LLM,neutral,1,1,C,C,10,10,A,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,neutral,1,2,C,C,10,10,A,1,grok,player1
grok,stag_hunt,LLM,neutral,1,2,C,C,10,10,A,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,neutral,1,3,C,C,10,10,A,1,grok,player1
grok,stag_hunt,LLM,neutral,1,3,C,C,10,10,A,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,neutral,1,4,C,C,10,10,A,1,grok,player1
grok,stag_hunt,LLM,neutral,1,4,C,C,10,10,A,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,neutral,1,5,C,C,10,10,A,1,grok,player1
grok,stag_hunt,LLM,neutral,1,5,C,C,10,10,A,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,neutral,1,6,C,C,10,10,A,1,grok,player1
grok,stag_hunt,LLM,neutral,1,6,C,C,10,10,A,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,neutral,1,7,C,C,10,10,A,1,grok,player1
grok,stag_hunt,LLM,neutral,1,7,C,C,10,10,A,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,neutral,1,8,C,C,10,10,A,1,grok,player1
grok,stag_hunt,LLM,neutral,1,8,C,C,10,10,A,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,neutral,1,9,C,D,0,2,A,1,grok,player1
grok,stag_hunt,LLM,neutral,1,9,D,C,2,0,B,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,neutral,1,10,D,D,1,1,B,1,grok,player1
grok,stag_hunt,LLM,neutral,1,10,D,D,1,1,B,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,competitive,1,1,C,D,0,2,S,0,grok,player1
grok,stag_hunt,LLM,competitive,1,1,D,C,2,0,H,0,claude-haiku,player2
claude-haiku,stag_hunt,LLM,competitive,1,1,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,1,C,C,10,10,S,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,competitive,1,2,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,2,C,C,10,10,S,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,competitive,1,3,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,3,C,C,10,10,S,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,competitive,1,4,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,4,C,C,10,10,S,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,competitive,1,5,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,5,C,C,10,10,S,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,competitive,1,6,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,6,C,C,10,10,S,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,competitive,1,7,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,7,C,C,10,10,S,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,competitive,1,8,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,8,C,C,10,10,S,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,competitive,1,9,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,9,C,C,10,10,S,1,claude-haiku,player2
claude-haiku,stag_hunt,LLM,competitive,1,10,C,C,10,10,S,1,grok,player1
grok,stag_hunt,LLM,competitive,1,10,C,C,10,10,S,1,claude-haiku,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,1,D,D,6,6,B,0,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,neutral,1,1,D,D,6,6,B,0,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,1,C,C,9,9,A,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,neutral,1,1,C,C,9,9,A,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,2,C,D,0,10,A,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,neutral,1,2,D,C,10,0,B,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,3,C,D,0,10,A,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,neutral,1,3,D,C,10,0,B,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,4,D,D,6,6,B,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,neutral,1,4,D,D,6,6,B,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,5,D,D,6,6,B,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,neutral,1,5,D,D,6,6,B,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,6,D,D,6,6,B,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,neutral,1,6,D,D,6,6,B,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,7,D,D,6,6,B,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,neutral,1,7,D,D,6,6,B,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,8,D,D,6,6,B,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,neutral,1,8,D,D,6,6,B,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,9,D,D,6,6,B,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,neutral,1,9,D,D,6,6,B,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,10,D,D,6,6,B,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,neutral,1,10,D,D,6,6,B,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,1,D,D,6,6,D,0,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,competitive,1,1,D,D,6,6,D,0,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,1,D,D,6,6,D,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,competitive,1,1,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,2,D,D,6,6,D,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,competitive,1,2,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,3,D,D,6,6,D,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,competitive,1,3,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,4,D,D,6,6,D,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,competitive,1,4,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,5,D,D,6,6,D,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,competitive,1,5,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,6,D,D,6,6,D,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,competitive,1,6,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,7,D,D,6,6,D,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,competitive,1,7,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,8,D,D,6,6,D,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,competitive,1,8,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,9,D,D,6,6,D,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,competitive,1,9,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,10,D,D,6,6,D,1,deepseek-chat,player1
deepseek-chat,prisoners_dilemma,LLM,competitive,1,10,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,neutral,1,1,C,D,-1,1,A,0,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,neutral,1,1,D,C,1,-1,B,0,gemini-flash,player2
gemini-flash,chicken_game,LLM,neutral,1,1,D,D,-10,-10,B,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,neutral,1,1,D,D,-10,-10,B,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,neutral,1,2,C,D,-1,1,A,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,neutral,1,2,D,C,1,-1,B,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,neutral,1,3,C,D,-1,1,A,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,neutral,1,3,D,C,1,-1,B,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,neutral,1,4,C,C,0,0,A,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,neutral,1,4,C,C,0,0,A,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,neutral,1,5,D,D,-10,-10,B,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,neutral,1,5,D,D,-10,-10,B,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,neutral,1,6,C,D,-1,1,A,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,neutral,1,6,D,C,1,-1,B,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,neutral,1,7,C,C,0,0,A,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,neutral,1,7,C,C,0,0,A,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,neutral,1,8,C,D,-1,1,A,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,neutral,1,8,D,C,1,-1,B,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,neutral,1,9,C,D,-1,1,A,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,neutral,1,9,D,C,1,-1,B,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,neutral,1,10,C,D,-1,1,A,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,neutral,1,10,D,C,1,-1,B,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,competitive,1,1,D,D,-10,-10,G,0,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,competitive,1,1,D,D,-10,-10,G,0,gemini-flash,player2
gemini-flash,chicken_game,LLM,competitive,1,1,D,D,-10,-10,G,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,competitive,1,1,D,D,-10,-10,G,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,competitive,1,2,D,D,-10,-10,G,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,competitive,1,2,D,D,-10,-10,G,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,competitive,1,3,D,D,-10,-10,G,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,competitive,1,3,D,D,-10,-10,G,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,competitive,1,4,D,D,-10,-10,G,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,competitive,1,4,D,D,-10,-10,G,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,competitive,1,5,D,D,-10,-10,G,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,competitive,1,5,D,D,-10,-10,G,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,competitive,1,6,D,D,-10,-10,G,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,competitive,1,6,D,D,-10,-10,G,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,competitive,1,7,D,C,1,-1,G,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,competitive,1,7,C,D,-1,1,S,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,competitive,1,8,D,D,-10,-10,G,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,competitive,1,8,D,D,-10,-10,G,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,competitive,1,9,D,D,-10,-10,G,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,competitive,1,9,D,D,-10,-10,G,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,competitive,1,10,D,D,-10,-10,G,1,deepseek-chat,player1
deepseek-chat,chicken_game,LLM,competitive,1,10,D,D,-10,-10,G,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,neutral,1,1,C,D,0,2,A,0,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,neutral,1,1,D,C,2,0,B,0,gemini-flash,player2
gemini-flash,stag_hunt,LLM,neutral,1,1,C,D,0,2,A,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,neutral,1,1,D,C,2,0,B,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,neutral,1,2,C,D,0,2,A,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,neutral,1,2,D,C,2,0,B,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,neutral,1,3,D,C,2,0,B,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,neutral,1,3,C,D,0,2,A,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,neutral,1,4,D,D,1,1,B,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,neutral,1,4,D,D,1,1,B,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,neutral,1,5,D,D,1,1,B,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,neutral,1,5,D,D,1,1,B,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,neutral,1,6,D,D,1,1,B,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,neutral,1,6,D,D,1,1,B,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,neutral,1,7,D,D,1,1,B,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,neutral,1,7,D,D,1,1,B,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,neutral,1,8,D,D,1,1,B,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,neutral,1,8,D,D,1,1,B,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,neutral,1,9,D,D,1,1,B,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,neutral,1,9,D,D,1,1,B,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,neutral,1,10,D,D,1,1,B,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,neutral,1,10,D,D,1,1,B,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,competitive,1,1,C,D,0,2,S,0,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,competitive,1,1,D,C,2,0,H,0,gemini-flash,player2
gemini-flash,stag_hunt,LLM,competitive,1,1,C,D,0,2,S,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,competitive,1,1,D,C,2,0,H,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,competitive,1,2,D,D,1,1,H,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,competitive,1,2,D,D,1,1,H,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,competitive,1,3,D,D,1,1,H,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,competitive,1,3,D,D,1,1,H,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,competitive,1,4,D,D,1,1,H,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,competitive,1,4,D,D,1,1,H,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,competitive,1,5,D,D,1,1,H,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,competitive,1,5,D,D,1,1,H,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,competitive,1,6,D,D,1,1,H,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,competitive,1,6,D,D,1,1,H,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,competitive,1,7,D,D,1,1,H,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,competitive,1,7,D,D,1,1,H,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,competitive,1,8,D,D,1,1,H,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,competitive,1,8,D,D,1,1,H,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,competitive,1,9,D,D,1,1,H,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,competitive,1,9,D,D,1,1,H,1,gemini-flash,player2
gemini-flash,stag_hunt,LLM,competitive,1,10,D,D,1,1,H,1,deepseek-chat,player1
deepseek-chat,stag_hunt,LLM,competitive,1,10,D,D,1,1,H,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,1,D,C,10,0,B,0,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,neutral,1,1,C,D,0,10,A,0,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,1,D,C,10,0,B,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,neutral,1,1,C,D,0,10,A,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,2,D,C,10,0,B,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,neutral,1,2,C,D,0,10,A,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,3,D,D,6,6,B,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,neutral,1,3,D,D,6,6,B,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,4,D,D,6,6,B,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,neutral,1,4,D,D,6,6,B,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,5,D,C,10,0,B,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,neutral,1,5,C,D,0,10,A,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,6,D,D,6,6,B,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,neutral,1,6,D,D,6,6,B,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,7,D,C,10,0,B,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,neutral,1,7,C,D,0,10,A,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,8,D,D,6,6,B,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,neutral,1,8,D,D,6,6,B,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,9,D,C,10,0,B,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,neutral,1,9,C,D,0,10,A,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,neutral,1,10,D,C,10,0,B,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,neutral,1,10,C,D,0,10,A,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,1,D,D,6,6,D,0,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,competitive,1,1,D,D,6,6,D,0,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,1,D,D,6,6,D,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,competitive,1,1,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,2,D,D,6,6,D,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,competitive,1,2,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,3,D,C,10,0,D,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,competitive,1,3,C,D,0,10,C,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,4,D,D,6,6,D,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,competitive,1,4,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,5,D,D,6,6,D,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,competitive,1,5,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,6,D,C,10,0,D,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,competitive,1,6,C,D,0,10,C,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,7,D,D,6,6,D,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,competitive,1,7,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,8,D,D,6,6,D,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,competitive,1,8,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,9,D,D,6,6,D,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,competitive,1,9,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,prisoners_dilemma,LLM,competitive,1,10,D,D,6,6,D,1,llama-3.1-8b,player1
llama-3.1-8b,prisoners_dilemma,LLM,competitive,1,10,D,D,6,6,D,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,neutral,1,1,C,D,-1,1,A,0,llama-3.1-8b,player1
llama-3.1-8b,chicken_game,LLM,neutral,1,1,D,C,1,-1,B,0,gemini-flash,player2
gemini-flash,chicken_game,LLM,neutral,1,1,D,D,-10,-10,B,1,llama-3.1-8b,player1
llama-3.1-8b,chicken_game,LLM,neutral,1,1,D,D,-10,-10,B,1,gemini-flash,player2
gemini-flash,chicken_game,LLM,neutral,1,2,C,C,0,0,A,1,llama-3.1-8b,player1
